0.5 0.857375
0.6 0.857375
0.7 0.857373
0.8 0.857369
0.9 0.857357
1 0.857318
1.1 0.857251
1.2 0.857129
1.3 0.856909
1.4 0.856565
1.5 0.856025
1.6 0.85521
1.7 0.854146
1.8 0.852808
1.9 0.851042
2 0.848792
2.1 0.845866
2.2 0.842505
2.3 0.838441
2.4 0.833555
2.5 0.828125
2.6 0.821431
2.7 0.813499
2.8 0.804209
2.9 0.794145
3 0.782256
3.1 0.769153
3.2 0.754077
3.3 0.736377
3.4 0.71638
3.5 0.692728
3.6 0.668662
3.7 0.635009
3.8 0.601497
3.9 0.556088
4 0.507924
4.1 0.442262
4.2 0.362693
4.3 0.258327
4.4 0.00667152
4.5 0.00490727
4.6 0.0308682
4.7 0.0186293
4.8 0.00452245
4.9 0.0068176
5 0.00260399
5.1 0.00230834
5.2 0.000306591
5.3 0.0029708
5.4 0.00213926
5.5 0.00257185
5.6 0.00168203
5.7 0.00162788
5.8 0.00134036
5.9 0.000569472
6 0.0029234
6.1 0.00349544
6.2 0.00216327
6.3 0.00180572
6.4 0.000934655
6.5 0.000698662
6.6 3.12031e-05
6.7 0.000975175
6.8 0.000436156
6.9 0.0010302
7 0.000318347
7.1 0.000491058
7.2 0.00089426
7.3 0.00146367
7.4 0.000534205
7.5 0.000978677
7.6 0.00200982
7.7 0.000391133
7.8 0.00255634
7.9 0.00121842
8 0.000580978
